index:ID,name,code,:LABEL
800001,[000001]华夏成长混合,000001,Fund
800002,[000003]中海可转债债券A,000003,Fund
800003,[000004]中海可转债债券C,000004,Fund
800004,[000005]嘉实增强信用定期债券,000005,Fund
800005,[000006]西部利得量化成长混合,000006,Fund
800006,[000008]嘉实中证500ETF联接基金A,000008,Fund
800007,[000009]易方达天天理财货币A,000009,Fund
800008,[000010]易方达天天理财货币B,000010,Fund
800009,[000011]华夏大盘精选混合,000011,Fund
800010,[000013]易方达天天理财货币R,000013,Fund
800011,[000014]华夏聚利债券,000014,Fund
800012,[000015]华夏纯债债券A,000015,Fund
800013,[000016]华夏纯债债券C,000016,Fund
800014,[000017]财通可持续混合,000017,Fund
800015,[000020]景顺长城品质投资混合,000020,Fund
800016,[000021]华夏优势增长混合,000021,Fund
800017,[000024]大摩双利增强债券A,000024,Fund
800018,[000025]大摩双利增强债券C,000025,Fund
800019,[000028]华富安鑫债券,000028,Fund
800020,[000029]富国宏观策略灵活配置混合,000029,Fund
800021,[000030]长城核心优选混合,000030,Fund
800022,[000031]华夏复兴混合,000031,Fund
800023,[000032]易方达信用债债券A,000032,Fund
800024,[000033]易方达信用债债券C,000033,Fund
800025,[000037]广发理财7天债券A,000037,Fund
800026,[000038]广发理财7天债券B,000038,Fund
800027,[000039]农银高增长混合,000039,Fund
800028,[000041]华夏全球股票(QDII),000041,Fund
800029,[000042]中证财通可持续发展100指数A,000042,Fund
800030,[000043]嘉实美国成长股票(QDII)人民币,000043,Fund
800031,[000044]嘉实美国成长股票(QDII)美元现汇,000044,Fund
800032,[000045]工银产业债券A,000045,Fund
800033,[000046]工银产业债券B,000046,Fund
800034,[000047]华夏双债债券A,000047,Fund
800035,[000048]华夏双债债券C,000048,Fund
800036,[000049]中银标普全球资源等权重(QDII),000049,Fund
800037,[000051]华夏沪深300ETF联接A,000051,Fund
800038,[000053]鹏华永诚一年定期开放债券,000053,Fund
800039,[000054]鹏华双债增利债券,000054,Fund
800040,[000055]广发纳斯达克100指数A(美元现汇),000055,Fund
800041,[000056]建信消费升级混合,000056,Fund
800042,[000057]中银消费主题混合,000057,Fund
800043,[000058]国联安灵活配置混合,000058,Fund
800044,[000059]国联安中证医药100A,000059,Fund
800045,[000061]华夏盛世精选混合,000061,Fund
800046,[000063]长盛电子信息主题灵活配置混合,000063,Fund
800047,[000064]大摩18个月定期开放债券,000064,Fund
800048,[000065]国富焦点驱动混合,000065,Fund
800049,[000066]诺安鸿鑫保本混合,000066,Fund
800050,[000066]诺安鸿鑫股票,000066,Fund
800051,[000067]民生加银转债优选债券A,000067,Fund
800052,[000068]民生加银转债优选债券C,000068,Fund
800053,[000069]国投瑞银中高等级债券A,000069,Fund
800054,[000070]国投瑞银中高等级债券C,000070,Fund
800055,[000071]华夏恒生ETF联接A,000071,Fund
800056,[000072]华安保本混合,000072,Fund
800057,[000073]上投摩根成长动力混合,000073,Fund
